Instances,Source,Push0_Max,Push_max,PAR_Max,PAR0_Max,P2R_Max,P2R0_Max,Pseudo_Max,algo_Push,algo_PAR,algo_P2R,algo_Pseudo,x_PushROC,x_PARROC,x_P2RROC,x_PseudoROC,feature_Nodes,feature_Arcs,feature_Density,feature_CapDens,feature_AvNdDgr,feature_TrivialEtraFlw,feature_PrcNetPotPth,feature_EstMinPrcDepFlw,feature_PerBdCap,feature_PerGdCap,feature_StDAC,feature_OutlMxCap,feature_OutlMnCap,feature_CapAvNddg,feature_RlCapAvNddg,feature_RlPotNetExcess,feature_AVRlPotNetExcess
Netgen_n10000_d0.90_c10000000_1,Netgen,14002426915,14002426915,14002426915,14002426915,14002426915,14002426915,14002426915,1.94,0.65,1.05,0.003,12449,11974,11570,4805,10000,89991000,0.9,4495444.969,8999.1,0,3.10E-05,8983.19,0.50013,0.49987,2885581.057,2.002,0,44954449686,4495.445,8056885.444,805.7691
Netgen_n10000_d0.90_c10000000_2,Netgen,45640550862,45640550862,45640550862,45640550862,45640550862,45640550862,0,8.75,1.82,1.86,0.61,53946,39411,37422,22875,10000,89991000,0.9,4495755.218,8999.1,4524355275,0.000112,8961.156,0.50015,0.49985,2885567.335,2.0019,0,44957552175,4495.7552,8091953.741,809.2763
Netgen_n10000_d0.90_c10000000_3,Netgen,24414938783,24414938783,24414938783,24414938783,24414938783,24414938783,24414938783,2.42,0.86,1.04,0.004,21618,20965,19947,7873,10000,89991000,0.9,4495689.699,8999.1,0,5.40E-05,9082.1267,0.50014,0.49986,2885850.801,2.0019,0,44956896985,4495.6897,8071037.753,807.1845
Netgen_n10000_d0.90_c10000000_4,Netgen,44402756784,44402756784,44402756784,44402756784,44402756784,44402756784,44402756784,8.79,1.82,2.42,0.277,57576,38738,36806,18281,10000,89991000,0.9,4495587.821,8999.1,5974294957,0.000112,8923.0869,0.50014,0.49986,2885664.69,2.002,0,44955878210,4495.5878,8116911.249,811.7723
Netgen_n10000_d0.90_c10000000_5,Netgen,18786658344,18786658344,18786658344,18786658344,18786658344,18786658344,18786658344,2.16,0.76,0.89,0.003,16580,15912,15186,6049,10000,89991000,0.9,4495192.481,8999.1,0,4.20E-05,8958.8582,0.50018,0.49982,2885709.712,2.0021,0,44951924811,4495.1925,8059802.815,806.0609
Netgen_n10000_d1_c1000_1,Netgen,5469684,5469684,5469684,5469684,5469684,5469684,5469684,20.41,2.65,1.71,0.095,53468,48140,44220,21209,10000,99970002,0.9998,550.3637,9997.0002,0,9.90E-05,10061.0682,0.54989,0.45011,5003.8276,908.3085,0.001817,5503636.714,11.0073,294075.0349,29.4104
Netgen_n10000_d1_c1000_2,Netgen,5452122,5452122,5452122,5452122,5452122,5452122,5452122,20.4,2.64,1.71,0.121,54567,47409,43716,21637,10000,99970002,0.9998,548.7429,9997.0002,0,9.90E-05,10063.7511,0.54792,0.45208,4840.1543,881.1218,0.001822,5487428.622,11.3469,299570.0762,29.96
Netgen_n10000_d1_c1000_3,Netgen,5559898,5559898,5559898,5559898,5559898,5559898,5559898,21.38,4.96,2.05,1.072,58965,47479,45168,23282,10000,99970002,0.9998,558.6922,9997.0002,17648,0.0001,10015.8084,0.55798,0.44202,5840.6658,1044.7224,0.00179,5586921.896,9.57,292678.7237,29.2708
Netgen_n10000_d1_c1000_4,Netgen,5286150,5286150,5286150,5286150,5286150,5286150,5286150,21.37,4.47,1.69,1.168,50013,46299,41659,18447,10000,99970002,0.9998,529.1654,9997.0002,10126,0.0001,9990.2749,0.52896,0.47104,2893.2479,544.8113,0.001889,5291654.46,18.3513,304942.7315,30.4973
Netgen_n10000_d1_c1000_5,Netgen,5260666,5260666,5260666,5260666,5260666,5260666,5260666,14.24,2.62,1.81,1.165,52045,44646,42114,19484,10000,99970002,0.9998,529.9779,9997.0002,81093,0.000101,9920.4199,0.52997,0.47003,2971.7443,558.8549,0.001886,5299779.18,17.8902,307022.5813,30.7053
Netgen_n10000_d1_c10000_1,Netgen,50090222,50090222,50090222,50090222,50090222,50090222,50090222,21.84,4.07,1.72,1.017,46275,42940,40283,16255,10000,99970002,0.9998,5048.9361,9997.0002,998193,0.000101,9881.7534,0.50486,0.49514,5730.6946,99.011,0.000198,50489360.57,100.9787,320485.123,32.0517
Netgen_n10000_d1_c10000_2,Netgen,50321708,50321708,50321708,50321708,50321708,50321708,50321708,20.18,2.84,1.59,0.009,44183,43469,40379,14069,10000,99970002,0.9998,5048.725,9997.0002,0,0.0001,10031.8934,0.50491,0.49509,5730.5595,99.0151,0.000198,50487249.55,100.9745,319150.1582,31.9182
Netgen_n10000_d1_c10000_3,Netgen,50541046,50541046,50541046,50541046,50541046,50541046,50541046,21.64,3.16,1.76,1.019,47258,43145,40557,16998,10000,99970002,0.9998,5094.1737,9997.0002,882940,0.000101,9905.2305,0.50947,0.49053,9905.9616,186.9441,0.000196,50941737.5,53.4812,318167.2153,31.8199
Netgen_n10000_d1_c10000_4,Netgen,50439170,50439170,50439170,50439170,50439170,50439170,50439170,20.4,2.82,1.6,0.022,45206,43722,40645,15318,10000,99970002,0.9998,5084.8188,9997.0002,0,9.90E-05,10080.0833,0.50851,0.49149,9063.4434,169.8954,0.000197,50848188.18,58.848,321491.5958,32.1524
Netgen_n10000_d1_c10000_5,Netgen,50522838,50522838,50522838,50522838,50522838,50522838,50522838,20.13,2,1.62,0.013,44552,43622,40559,14557,10000,99970002,0.9998,5054.2483,9997.0002,0,0.0001,10002.8879,0.50549,0.49451,6174.3155,108.9444,0.000198,50542482.84,91.7716,320010.3802,32.0042
Netgen_n10000_d1_c100000_1,Netgen,498180429,498180429,498180429,498180429,498180429,498180429,498180429,5.45,2.31,1.58,0.007,43764,43061,40353,13787,10000,99970002,0.9998,50044.6035,9997.0002,0,0.0001,10044.4731,0.50043,0.49957,29284.1308,10.8552,2.00E-05,500446035.2,921.0364,322604.8313,32.2637
Netgen_n10000_d1_c100000_2,Netgen,500339340,500339340,500339340,500339340,500339340,500339340,500339340,21.5,2.85,1.73,0.467,44253,42408,40157,14105,10000,99970002,0.9998,50023.2162,9997.0002,5355276,0.000101,9890.992,0.50034,0.49966,29080.7562,8.064,2.00E-05,500232162,1239.8372,325684.6665,32.5717
Netgen_n10000_d1_c100000_3,Netgen,495371955,495371955,495371955,495371955,495371955,495371955,495371955,22.11,3.73,1.74,0.419,44859,42681,40218,14423,10000,99970002,0.9998,50036.4048,9997.0002,6343128,0.0001,9972.0744,0.50043,0.49957,29261.1424,10.5826,2.00E-05,500364047.8,944.7569,327690.4885,32.7723
Netgen_n10000_d1_c100000_4,Netgen,497701046,497701046,497701046,497701046,497701046,497701046,497701046,5.46,2.36,1.58,0.008,43931,43004,40520,13802,10000,99970002,0.9998,50036.0348,9997.0002,0,9.90E-05,10052.4264,0.50041,0.49959,29217.2033,9.9908,2.00E-05,500360347.8,1000.7207,324651.4805,32.4684
Netgen_n10000_d1_c100000_5,Netgen,499284687,499284687,499284687,499284687,499284687,499284687,499284687,22.06,3.98,1.62,0.329,44028,43112,40419,13726,10000,99970002,0.9998,50024.9446,9997.0002,1051119,0.0001,9997.2741,0.50026,0.49974,29052.4996,7.5575,2.00E-05,500249445.6,1322.9248,324030.225,32.4063
Netgen_n10000_d1_c1000000_1,Netgen,5009877768,5009877768,5009877768,5009877768,5009877768,5009877768,5009877768,21.71,3.2,1.77,0.84,43799,43026,40247,14024,10000,99970002,0.9998,499864.6544,9997.0002,4664648,0.0001,9967.3036,0.5,0.5,288685.2919,2.0001,2.00E-06,4998646544,4998.6465,324749.0435,32.4782
Netgen_n10000_d1_c1000000_2,Netgen,4967561392,4967561392,4967561392,4967561392,4967561392,4967561392,4967561392,5.66,2.56,1.61,0.006,43563,42708,40119,14820,10000,99970002,0.9998,499808.6522,9997.0002,0,9.90E-05,10060.4428,0.5001,0.4999,288670.5947,2.0004,2.00E-06,4998086522,4998.0865,324967.4179,32.5
Netgen_n10000_d1_c1000000_3,Netgen,4999714679,4999714679,4999714679,4999714679,4999714679,4999714679,4999714679,5.65,2.06,1.57,0.006,43519,42867,40042,13939,10000,99970002,0.9998,499831.1975,9997.0002,0,0.0001,9996.1947,0.49995,0.50005,288661.5843,2.0003,2.00E-06,4998311975,4998.312,322752.0658,32.2784
Netgen_n10000_d1_c1000000_4,Netgen,4966781642,4966781642,4966781642,4966781642,4966781642,4966781642,4966781642,5.41,2.19,1.71,0.006,43546,42827,40073,13949,10000,99970002,0.9998,499845.7247,9997.0002,0,9.90E-05,10062.7685,0.49997,0.50003,288678.8908,2.0002,2.00E-06,4998457247,4998.4572,324981.0926,32.5014
Netgen_n10000_d1_c1000000_5,Netgen,4983094740,4983094740,4983094740,4983094740,4983094740,4983094740,4983094740,23.27,2.8,1.73,0.297,44811,42827,40016,16486,10000,99970002,0.9998,499771.6783,9997.0002,55522282,0.000101,9917.8346,0.50009,0.49991,288672.4798,2.0005,2.00E-06,4997716783,4997.7168,328769.754,32.8803
Netgen_n10000_d1_c10000000_1,Netgen,50122265418,50122265418,50122265418,50122265418,50122265418,50122265418,50122265418,4.81,1.57,1.62,0.006,43837,43009,40233,16330,10000,99970002,0.9998,4993985.492,9997.0002,0,0.0001,9962.6105,0.50015,0.49985,2885776.012,2.002,0,49939854921,4993.9855,326958.2609,32.6991
Netgen_n10000_d1_c10000000_2,Netgen,49685880009,49685880009,49685880009,49685880009,49685880009,49685880009,49685880009,17.69,2.25,1.59,0.516,44481,42974,40163,16895,10000,99970002,0.9998,4993801.625,9997.0002,333091271,0.0001,9982.8168,0.50011,0.49989,2885701.843,2.0021,0,49938016245,4993.8016,323634.7377,32.3667
Netgen_n10000_d1_c10000000_3,Netgen,49865633298,49865633298,49865633298,49865633298,49865633298,49865633298,49865633298,5.02,1.79,1.65,0.007,43583,42581,40059,16340,10000,99970002,0.9998,4994179.614,9997.0002,0,0.0001,10014.2721,0.50013,0.49987,2885621.824,2.0019,0,49941796135,4994.1796,323392.7699,32.3425
Netgen_n10000_d1_c10000000_4,Netgen,49607644947,49607644947,49607644947,49607644947,49607644947,49607644947,49607644947,20.12,2.51,1.71,0.503,44179,42735,40463,16860,10000,99970002,0.9998,4994127.999,9997.0002,321654531,0.0001,10001.3993,0.50016,0.49984,2885627.39,2.002,0,49941279992,4994.128,325819.9731,32.5853
Netgen_n10000_d1_c10000000_5,Netgen,49612675497,49612675497,49612675497,49612675497,49612675497,49612675497,49612675497,5.22,2.06,1.57,0.007,43312,42642,39965,16272,10000,99970002,0.9998,4994540.099,9997.0002,0,9.90E-05,10066.0579,0.50012,0.49988,2885623.47,2.0018,0,49945400985,4994.5401,324097.4552,32.413
Netgen_n1000_d0.01_c1000_1,Netgen,942612,942612,942612,942612,942612,942612,942612,0.06,0.03,0.03,0.019,265841,96926,223404,2298432,1000,9990,0.01,947.1526,9.99,0,0.000997,4.0209,0.8999,0.1001,282486.0288,9.9425,1.10E-05,947152.5636,1.0058,13.464,0.013477
Netgen_n1000_d0.01_c1000_2,Netgen,32528,32528,32528,32528,32528,32528,32528,0,0,0,0,6131,1043,3839,9439,1000,9990,0.01,32.4059,9.99,1278,0.001045,12.4779,0.8999,0.1001,8223.9447,8.6049,0.000309,32405.9459,1.1621,383.076,0.38346
Netgen_n1000_d0.01_c1000_3,Netgen,998599,998599,998599,998599,998599,998599,998599,0.06,0.03,0.03,0.019,283112,128320,227188,2151865,1000,9990,0.01,1001.9664,9.99,4088,0.001003,12.0058,0.8999,0.1001,298918.6902,9.945,1.00E-05,1001966.447,1.0055,13.1814,0.013195
Netgen_n1000_d0.01_c1000_4,Netgen,500341,500341,500341,500341,500341,500341,500341,0.03,0.02,0.02,0.006,134939,48822,102699,582818,1000,9990,0.01,505.0624,9.99,0,0.000993,2.0193,0.8999,0.1001,149914.8161,9.8998,2.00E-05,505062.3654,1.0101,25.1752,0.0252
Netgen_n1000_d0.01_c1000_5,Netgen,516958,516958,516958,516958,516958,516958,516958,0.03,0.02,0.02,0.006,136850,48132,107252,555473,1000,9990,0.01,519.7392,9.99,0,0.000997,6.0359,0.8999,0.1001,154345.3734,9.904,1.90E-05,519739.2472,1.0097,24.7772,0.024802
Netgen_n1000_d0.01_c10000_1,Netgen,285327,285327,285327,285327,285327,285327,285327,0,0,0,0,6819,1029,4015,10662,1000,9990,0.01,300.2344,9.99,0,0.000952,8.4247,0.8999,0.1001,75001.0481,8.4852,3.30E-05,300234.4134,1.1785,417.893,0.41831
Netgen_n1000_d0.01_c10000_2,Netgen,638543,638543,638543,638543,638543,638543,638543,0,0,0,0.001,16752,2433,10959,24643,1000,9990,0.01,657.2241,9.99,0,0.000973,7.2098,0.8999,0.1001,181934.0206,9.2991,1.50E-05,657224.0851,1.0754,189.1105,0.1893
Netgen_n1000_d0.01_c10000_3,Netgen,848629,848629,848629,848629,848629,848629,848629,0.01,0,0,0.001,23748,4186,15320,36549,1000,9990,0.01,887.4484,9.99,63133,0.00103,13.6458,0.8999,0.1001,251236.7009,9.4878,1.10E-05,887448.4364,1.054,140.6513,0.14079
Netgen_n1000_d0.01_c10000_4,Netgen,690287,690287,690287,690287,690287,690287,690287,0,0,0,0.001,18596,2654,12425,37048,1000,9990,0.01,713.8575,9.99,0,0.000969,7.2441,0.8999,0.1001,199124.5403,9.3628,1.40E-05,713857.5265,1.0681,193.7254,0.19392
Netgen_n1000_d0.01_c10000_5,Netgen,300462,300462,300462,300462,300462,300462,300462,0,0,0,0.001,7276,1147,4050,10386,1000,9990,0.01,312.6435,9.99,43397,0.001102,15.4831,0.8999,0.1001,78849.5352,8.5573,6.40E-05,312643.5345,1.1686,403.4375,0.40384
Netgen_n1000_d0.01_c100000_1,Netgen,345519,345519,345519,345519,345519,345519,345519,0,0,0,0,1256,119,122,1663,1000,9990,0.01,484.6305,9.99,0,0.000714,12.6349,0.53013,0.46987,27961.3423,2.0631,0.000124,484630.4895,4.847,2544.3407,2.5469
Netgen_n1000_d0.01_c100000_2,Netgen,597699,597699,597699,597699,597699,597699,597699,0,0,0,0,1819,156,304,2170,1000,9990,0.01,751.9906,9.99,171174,0.001025,10.7703,0.67718,0.32282,78689.2872,3.9462,0.00016,751990.6296,2.5341,1666.8683,1.6685
Netgen_n1000_d0.01_c100000_3,Netgen,1128204,1128204,1128204,1128204,1128204,1128204,1128204,0,0,0,0,3098,425,876,3806,1000,9990,0.01,1263.98,9.99,262424,0.001102,10.9202,0.8999,0.1001,229525.7121,6.4057,0.000119,1263980.009,1.5611,965.8014,0.96677
Netgen_n1000_d0.01_c100000_4,Netgen,1351585,1351585,1351585,1351585,1351585,1351585,1351585,0,0,0,0,3025,503,1034,4588,1000,9990,0.01,1293.2269,9.99,62474,0.001096,10.0711,0.8999,0.1001,239881.2384,6.5249,0.000193,1293226.897,1.5326,1041.0192,1.0421
Netgen_n1000_d0.01_c100000_5,Netgen,823975,823975,823975,823975,823975,823975,823975,0,0,0,0,1407,184,142,1721,1000,9990,0.01,946.374,9.99,0,0.000872,8.0455,0.85616,0.14384,137955.5422,5.2833,0.000761,946374.013,1.8927,1341.6603,1.343
Netgen_n1000_d0.01_c1000000_1,Netgen,3392209,3392209,3392209,3392209,3392209,3392209,3392209,0,0,0,0,1302,132,120,1858,1000,9990,0.01,4696.0782,9.99,0,0.000724,11.0838,0.52843,0.47157,285407.3673,2.1293,0.000281,4696078.183,4.6964,2784.3355,2.7871
Netgen_n1000_d0.01_c1000000_2,Netgen,5165524,5165524,5165524,5165524,5165524,5165524,5165524,0,0,0,0,1781,180,227,2217,1000,9990,0.01,5394.0601,9.99,1927849,0.001318,12.9495,0.48038,0.51962,295505.2046,1.8535,0.000263,5394060.137,5.3951,2427.1578,2.4296
Netgen_n1000_d0.01_c1000000_3,Netgen,4379999,4379999,4379999,4379999,4379999,4379999,4379999,0,0,0,0,1350,156,161,2146,1000,9990,0.01,4837.9032,9.99,0,0.000907,11.0565,0.53403,0.46597,279182.3789,2.0668,0.000777,4837903.179,4.8383,2678.7576,2.6814
Netgen_n1000_d0.01_c1000000_4,Netgen,4692714,4692714,4692714,4692714,4692714,4692714,4692714,0,0,0,0,1508,164,210,2415,1000,9990,0.01,4960.6154,9.99,1312152,0.001213,12.4101,0.45766,0.54234,273771.764,2.0157,0.000827,4960615.449,4.961,2444.309,2.4468
Netgen_n1000_d0.01_c1000000_5,Netgen,2047803,2047803,2047803,2047803,2047803,2047803,2047803,0,0,0,0,1101,63,57,1528,1000,9990,0.01,4939.0938,9.99,0,0.000415,9.6515,0.54655,0.45345,273993.0208,2.0242,0.000318,4939093.815,4.9402,2539.7931,2.5423
Netgen_n1000_d0.01_c10000000_1,Netgen,26260075,26260075,26260075,26260075,26260075,26260075,26260075,0,0,0,0,1296,117,135,1952,1000,9990,0.01,45291.895,9.99,0,0.000581,17.2647,0.5038,0.4962,3071195.346,2.2075,2.10E-05,45291894.99,4.5301,2899.4877,2.9024
Netgen_n1000_d0.01_c10000000_2,Netgen,72670274,72670274,72670274,72670274,72670274,72670274,72670274,0,0,0,0,1863,311,523,3228,1000,9990,0.01,45360.3892,9.99,14079977,0.001918,7.3307,0.51191,0.48809,3022667.355,2.2043,3.90E-05,45360389.17,4.5366,2858.2321,2.8611
Netgen_n1000_d0.01_c10000000_3,Netgen,21097723,21097723,21097723,21097723,21097723,21097723,21097723,0,0,0,0,2677,140,242,3228,1000,9990,0.01,45164.0309,9.99,43932596,0.001443,9.0404,0.50801,0.49199,3033865.183,2.2141,8.10E-05,45164030.89,4.5164,2878.347,2.8812
Netgen_n1000_d0.01_c10000000_4,Netgen,5716877,5716877,5716877,5716877,5716877,5716877,5716877,0,0,0,0,1215,29,38,1605,1000,9990,0.01,44728.2509,9.99,0,0.000128,15.6509,0.51101,0.48899,3110338.973,2.235,0.000356,44728250.92,4.4743,2885.9973,2.8889
Netgen_n1000_d0.01_c10000000_5,Netgen,39940286,39940286,39940286,39940286,39940286,39940286,39940286,0,0,0,0,1933,296,1252,5518,1000,9990,0.01,45297.7958,9.99,41363785,0.0018,7.8109,0.5038,0.4962,3072782.665,2.2076,0.000238,45297795.82,4.5298,2789.512,2.7923
Netgen_n1000_d0.10_c1000_1,Netgen,473825,473825,473825,473825,473825,473825,473825,0.04,0.01,0.01,0.003,27247,10037,16783,41472,1000,99900,0.1,487.3961,99.9,15623,0.001006,102.6741,0.98999,0.01001,43486.5818,89.7282,0.000205,487396.1381,1.1145,2610.5006,2.6131
Netgen_n1000_d0.10_c1000_2,Netgen,391543,391543,391543,391543,391543,391543,391543,0.03,0.01,0.01,0.002,23976,8085,12526,35826,1000,99900,0.1,436.9813,99.9,0,0.000898,10.0453,0.98999,0.01001,38476.894,88.5635,0.000229,436981.3203,1.1291,2850.5248,2.8534
Netgen_n1000_d0.10_c1000_3,Netgen,542256,542256,542256,542256,542256,542256,542256,0.03,0.01,0.01,0.003,29576,11470,18894,61645,1000,99900,0.1,550.1523,99.9,0,0.000988,99.5247,0.98999,0.01001,49724.9181,90.8839,0.000182,550152.2863,1.1003,2315.8991,2.3182
Netgen_n1000_d0.10_c1000_4,Netgen,608550,608550,608550,608550,608550,608550,608550,0.05,0.02,0.02,0.004,39988,13242,20898,69842,1000,99900,0.1,612.3025,99.9,19152,0.001027,123.064,0.98999,0.01001,55912.3984,91.8102,0.000163,612302.5155,1.0892,2054.7931,2.0568
Netgen_n1000_d0.10_c1000_5,Netgen,556089,556089,556089,556089,556089,556089,556089,0.04,0.01,0.01,0.003,35879,11561,19098,57073,1000,99900,0.1,573.0325,99.9,0,0.000972,74.2473,0.98999,0.01001,52002.4584,91.2477,0.000175,573032.5265,1.0959,2117.4782,2.1196
Netgen_n1000_d0.10_c10000_1,Netgen,789940,789940,789940,789940,789940,789940,789940,0.01,0,0,0,2646,1079,1181,2977,1000,99900,0.1,1210.8371,99.9,0,0.000653,24.5291,0.98999,0.01001,70750.4306,59.061,8.30E-05,1210837.1,1.6932,10418.2606,10.4287
Netgen_n1000_d0.10_c10000_2,Netgen,993998,993998,993998,993998,993998,993998,993998,0.01,0,0,0.001,6837,1745,3215,8251,1000,99900,0.1,1048.074,99.9,418682,0.001351,138.9964,0.98999,0.01001,54480.8169,52.6233,9.50E-05,1048074.04,1.9003,11692.9243,11.7046
Netgen_n1000_d0.10_c10000_3,Netgen,930708,930708,930708,930708,930708,930708,930708,0.01,0,0.01,0.001,5980,1552,2637,7059,1000,99900,0.1,995.8354,99.9,447139,0.001387,133.9563,0.98596,0.014044,49359.5573,50.2091,0.0001,995835.4084,1.9917,12495.8786,12.5084
Netgen_n1000_d0.10_c10000_4,Netgen,619616,619616,619616,619616,619616,619616,619616,0.01,0,0,0,2185,803,832,1812,1000,99900,0.1,776.3732,99.9,0,0.0008,80.2428,0.76782,0.23218,27686.4686,36.2728,0.000129,776373.2092,2.7569,16227.017,16.2433
Netgen_n1000_d0.10_c10000_5,Netgen,499779,499779,499779,499779,499779,499779,499779,0,0,0,0,1902,664,791,1888,1000,99900,0.1,962.9519,99.9,0,0.00052,17.3424,0.95346,0.046537,46051.3403,48.4666,0.000104,962951.9029,2.0633,13300.2402,13.3136
Netgen_n1000_d0.10_c100000_1,Netgen,1997914,1997914,1997914,1997914,1997914,1997914,1997914,0,0,0,0,1154,225,237,934,1000,99900,0.1,5459.3701,99.9,0,0.000366,71.0644,0.53977,0.46023,53207.6599,9.1586,1.80E-05,5459370.144,10.9187,23504.6054,23.5281
Netgen_n1000_d0.10_c100000_2,Netgen,5415450,5415450,5415450,5415450,5415450,5415450,5415450,0.01,0,0,0.001,2487,775,1103,2653,1000,99900,0.1,5462.5101,99.9,1942077,0.00135,105.5763,0.53973,0.46027,53251.703,9.1533,1.80E-05,5462510.111,10.925,22619.6258,22.6423
Netgen_n1000_d0.10_c100000_3,Netgen,612788,612788,612788,612788,612788,612788,612788,0,0,0,0,706,41,41,367,1000,99900,0.1,5437.0994,99.9,0,0.000113,26.619,0.53892,0.46108,53239.3417,9.1961,1.80E-05,5437099.435,10.8742,23238.5686,23.2618
Netgen_n1000_d0.10_c100000_4,Netgen,5066680,5066680,5066680,5066680,5066680,5066680,5066680,0.01,0,0,0.001,2339,784,841,2618,1000,99900,0.1,5755.6055,99.9,1990853,0.001229,99.6159,0.56787,0.43213,79412.9549,13.7909,1.70E-05,5755605.543,7.2512,22164.7425,22.1869
Netgen_n1000_d0.10_c100000_5,Netgen,6712031,6712031,6712031,6712031,6712031,6712031,6712031,0.01,0,0,0,1937,902,893,1469,1000,99900,0.1,5539.5866,99.9,0,0.001214,104.1219,0.54891,0.45109,60882.8326,10.6427,1.80E-05,5539586.643,9.3961,21400.839,21.4223
Netgen_n1000_d0.10_c1000000_1,Netgen,48323005,48323005,48323005,48323005,48323005,48323005,48323005,0.01,0,0,0,2757,748,1028,1703,1000,99900,0.1,49824.9909,99.9,22297411,0.001421,99.6207,0.50484,0.49516,287413.7142,2.007,2.00E-06,49824990.86,49.8254,24492.9856,24.5175
Netgen_n1000_d0.10_c1000000_2,Netgen,44645890,44645890,44645890,44645890,44645890,44645890,44645890,0.01,0,0,0,2191,684,859,1721,1000,99900,0.1,50083.7753,99.9,12508140,0.001144,97.3769,0.49715,0.50285,288272.1581,1.9966,4.40E-05,50083775.26,50.0859,25443.6422,25.4691
Netgen_n1000_d0.10_c1000000_3,Netgen,2541815,2541815,2541815,2541815,2541815,2541815,2541815,0,0,0,0,534,34,33,298,1000,99900,0.1,50041.6347,99.9,0,5.10E-05,98.4417,0.49506,0.50494,287098.0078,1.9983,1.60E-05,50041634.68,50.0419,23734.0006,23.7578
Netgen_n1000_d0.10_c1000000_4,Netgen,29250801,29250801,29250801,29250801,29250801,29250801,29250801,0,0,0,0,1372,350,387,1062,1000,99900,0.1,49814.3093,99.9,0,0.000588,115.8833,0.50437,0.49563,287491.5651,2.0074,1.60E-05,49814309.3,49.8145,25242.8711,25.2681
Netgen_n1000_d0.10_c1000000_5,Netgen,9350947,9350947,9350947,9350947,9350947,9350947,9350947,0,0,0,0,707,110,126,530,1000,99900,0.1,50627.7178,99.9,0,0.000185,119.1382,0.49814,0.50186,289995.1128,1.9752,6.70E-05,50627717.78,50.6277,24405.9719,24.4304
Netgen_n1000_d0.10_c10000000_1,Netgen,457034992,457034992,457034992,457034992,457034992,457034992,457034992,0.01,0,0,0,3031,735,1131,2145,1000,99900,0.1,495222.1856,99.9,236666161,0.001404,102.9477,0.49878,0.50122,2916543.279,2.0193,1.40E-05,495222185.6,49.5231,24941.765,24.9667
Netgen_n1000_d0.10_c10000000_2,Netgen,459026679,459026679,459026679,459026679,459026679,459026679,459026679,0.01,0,0,0,3224,794,1049,2077,1000,99900,0.1,494857.2168,99.9,425289145,0.001792,95.293,0.50119,0.49881,2903630.726,2.0207,1.60E-05,494857216.8,49.4867,27007.3697,27.0344
Netgen_n1000_d0.10_c10000000_3,Netgen,487663542,487663542,487663542,487663542,487663542,487663542,487663542,0.01,0,0,0,3342,752,1434,2086,1000,99900,0.1,494206.7876,99.9,382841038,0.001766,93.2599,0.50059,0.49941,2914172.964,2.0234,1.30E-05,494206787.6,49.4214,25547.318,25.5729
Netgen_n1000_d0.10_c10000000_4,Netgen,505074236,505074236,505074236,505074236,505074236,505074236,505074236,0,0,0,0,1862,714,729,1539,1000,99900,0.1,495762.3953,99.9,0,0.001026,101.6573,0.50113,0.49887,2905814.569,2.0171,6.40E-05,495762395.3,49.5764,25651.8135,25.6775
